text_cleaned,text_tokens,text_stemmed,text_lemmatized,text_removal,text_bigrams,text_trigrams
pas sekolah pernah praktek ngeremot hp orangeh sekarang malah lupa segala gala nya efek kerja ga sesuai jurusan,"['pas', 'sekolah', 'pernah', 'praktek', 'ngeremot', 'hp', 'orangeh', 'sekarang', 'malah', 'lupa', 'segala', 'gala', 'nya', 'efek', 'kerja', 'ga', 'sesuai', 'jurusan']","['pa', 'sekolah', 'pernah', 'praktek', 'ngeremot', 'hp', 'orangeh', 'sekarang', 'malah', 'lupa', 'segala', 'gala', 'nya', 'efek', 'kerja', 'ga', 'sesuai', 'jurusan']","['pa', 'sekolah', 'pernah', 'praktek', 'ngeremot', 'hp', 'orangeh', 'sekarang', 'malah', 'lupa', 'segala', 'gala', 'nya', 'efek', 'kerja', 'ga', 'sesuai', 'jurusan']","['pa', 'sekolah', 'praktek', 'ngeremot', 'hp', 'orangeh', 'lupa', 'gala', 'nya', 'efek', 'kerja', 'ga', 'sesuai', 'jurusan']",pas_sekolah sekolah_pernah pernah_praktek praktek_ngeremot ngeremot_hp hp_orangeh orangeh_sekarang sekarang_malah malah_lupa lupa_segala segala_gala gala_nya nya_efek efek_kerja kerja_ga ga_sesuai sesuai_jurusan,pas_sekolah_pernah sekolah_pernah_praktek pernah_praktek_ngeremot praktek_ngeremot_hp ngeremot_hp_orangeh hp_orangeh_sekarang orangeh_sekarang_malah sekarang_malah_lupa malah_lupa_segala lupa_segala_gala segala_gala_nya gala_nya_efek nya_efek_kerja efek_kerja_ga kerja_ga_sesuai ga_sesuai_jurusan
dating app sekarang aja bisa berubah jadi kalkulator by default jir,"['dating', 'app', 'sekarang', 'aja', 'bisa', 'berubah', 'jadi', 'kalkulator', 'by', 'default', 'jir']","['date', 'app', 'sekarang', 'aja', 'bisa', 'berubah', 'jadi', 'kalkul', 'by', 'default', 'jir']","['date', 'app', 'sekarang', 'aja', 'bisa', 'berubah', 'jadi', 'kalkul', 'by', 'default', 'jir']","['date', 'app', 'aja', 'berubah', 'kalkul', 'by', 'default', 'jir']",dating_app app_sekarang sekarang_aja aja_bisa bisa_berubah berubah_jadi jadi_kalkulator kalkulator_by by_default default_jir,dating_app_sekarang app_sekarang_aja sekarang_aja_bisa aja_bisa_berubah bisa_berubah_jadi berubah_jadi_kalkulator jadi_kalkulator_by kalkulator_by_default by_default_jir
puncak komedi adalah bjorka di cari mati matian sedangkan judol bertebaran dimana2 malah komentar ini pun kuasai pdahal dampaknya luar biasa udh banyak kasus kriminal mengerikan berawal dari,"['puncak', 'komedi', 'adalah', 'bjorka', 'di', 'cari', 'mati', 'matian', 'sedangkan', 'judol', 'bertebaran', 'dimana2', 'malah', 'komentar', 'ini', 'pun', 'kuasai', 'pdahal', 'dampaknya', 'luar', 'biasa', 'udh', 'banyak', 'kasus', 'kriminal', 'mengerikan', 'berawal', 'dari', 'judol']","['puncak', 'komedi', 'adalah', 'bjorka', 'di', 'cari', 'mati', 'matian', 'sedangkan', 'judol', 'bertebaran', 'dimana2', 'malah', 'komentar', 'ini', 'pun', 'kuasai', 'pdahal', 'dampaknya', 'luar', 'biasa', 'udh', 'banyak', 'kasu', 'krimin', 'mengerikan', 'beraw', 'dari', 'judol']","['puncak', 'komedi', 'adalah', 'bjorka', 'di', 'cari', 'mati', 'matian', 'sedangkan', 'judol', 'bertebaran', 'dimana2', 'malah', 'komentar', 'ini', 'pun', 'kuasai', 'pdahal', 'dampaknya', 'luar', 'biasa', 'udh', 'banyak', 'kasu', 'krimin', 'mengerikan', 'beraw', 'dari', 'judol']","['puncak', 'komedi', 'bjorka', 'cari', 'mati', 'matian', 'judol', 'bertebaran', 'dimana2', 'komentar', 'kuasai', 'pdahal', 'dampaknya', 'udh', 'kasu', 'krimin', 'mengerikan', 'beraw', 'judol']",puncak_komedi komedi_adalah adalah_bjorka bjorka_di di_cari cari_mati mati_matian matian_sedangkan sedangkan_judol judol_bertebaran bertebaran_dimana2 dimana2_malah malah_komentar komentar_ini ini_pun pun_kuasai kuasai_pdahal pdahal_dampaknya dampaknya_luar luar_biasa biasa_udh udh_banyak banyak_kasus kasus_kriminal kriminal_mengerikan mengerikan_berawal berawal_dari,puncak_komedi_adalah komedi_adalah_bjorka adalah_bjorka_di bjorka_di_cari di_cari_mati cari_mati_matian mati_matian_sedangkan matian_sedangkan_judol sedangkan_judol_bertebaran judol_bertebaran_dimana2 bertebaran_dimana2_malah dimana2_malah_komentar malah_komentar_ini komentar_ini_pun ini_pun_kuasai pun_kuasai_pdahal kuasai_pdahal_dampaknya pdahal_dampaknya_luar dampaknya_luar_biasa luar_biasa_udh biasa_udh_banyak udh_banyak_kasus banyak_kasus_kriminal kasus_kriminal_mengerikan kriminal_mengerikan_berawal mengerikan_berawal_dari
boro² tangkep bjorka orang maling udah ketangkep warga aja suruh di lepasin,"['boro²', 'tangkep', 'bjorka', 'orang', 'maling', 'udah', 'ketangkep', 'warga', 'aja', 'suruh', 'di', 'lepasin']","['boro²', 'tangkep', 'bjorka', 'orang', 'male', 'udah', 'ketangkep', 'warga', 'aja', 'suruh', 'di', 'lepasin']","['boro²', 'tangkep', 'bjorka', 'orang', 'male', 'udah', 'ketangkep', 'warga', 'aja', 'suruh', 'di', 'lepasin']","['boro²', 'tangkep', 'bjorka', 'orang', 'male', 'udah', 'ketangkep', 'warga', 'aja', 'suruh', 'lepasin']",boro²_tangkep tangkep_bjorka bjorka_orang orang_maling maling_udah udah_ketangkep ketangkep_warga warga_aja aja_suruh suruh_di di_lepasin,boro²_tangkep_bjorka tangkep_bjorka_orang bjorka_orang_maling orang_maling_udah maling_udah_ketangkep udah_ketangkep_warga ketangkep_warga_aja warga_aja_suruh aja_suruh_di suruh_di_lepasin
saya punya teman dia membantu instansi pemerintah daerah agar website mereka tidak di hack tapi apresiasi malhan tantang truss sikat temenku lalu laporkan ke polisi dan tangkap 3bulan penjara kocakk kan negara ini,"['saya', 'punya', 'teman', 'dia', 'membantu', 'instansi', 'pemerintah', 'daerah', 'agar', 'website', 'mereka', 'tidak', 'di', 'hack', 'tapi', 'apresiasi', 'malhan', 'tantang', 'truss', 'sikat', 'temenku', 'lalu', 'laporkan', 'ke', 'polisi', 'dan', 'tangkap', '3bulan', 'penjara', 'kocakk', 'kan', 'negara', 'ini']","['saya', 'punya', 'teman', 'dia', 'membantu', 'instansi', 'pemerintah', 'daerah', 'agar', 'websit', 'mereka', 'tidak', 'di', 'hack', 'tapi', 'apresiasi', 'malhan', 'tantang', 'truss', 'sikat', 'temenku', 'lalu', 'laporkan', 'ke', 'polisi', 'dan', 'tangkap', '3bulan', 'penjara', 'kocakk', 'kan', 'negara', 'ini']","['saya', 'punya', 'teman', 'dia', 'membantu', 'instansi', 'pemerintah', 'daerah', 'agar', 'websit', 'mereka', 'tidak', 'di', 'hack', 'tapi', 'apresiasi', 'malhan', 'tantang', 'truss', 'sikat', 'temenku', 'lalu', 'laporkan', 'ke', 'polisi', 'dan', 'tangkap', '3bulan', 'penjara', 'kocakk', 'kan', 'negara', 'ini']","['teman', 'membantu', 'instansi', 'pemerintah', 'daerah', 'websit', 'hack', 'apresiasi', 'malhan', 'tantang', 'truss', 'sikat', 'temenku', 'laporkan', 'polisi', 'tangkap', '3bulan', 'penjara', 'kocakk', 'negara']",saya_punya punya_teman teman_dia dia_membantu membantu_instansi instansi_pemerintah pemerintah_daerah daerah_agar agar_website website_mereka mereka_tidak tidak_di di_hack hack_tapi tapi_apresiasi apresiasi_malhan malhan_tantang tantang_truss truss_sikat sikat_temenku temenku_lalu lalu_laporkan laporkan_ke ke_polisi polisi_dan dan_tangkap tangkap_3bulan 3bulan_penjara penjara_kocakk kocakk_kan kan_negara negara_ini,saya_punya_teman punya_teman_dia teman_dia_membantu dia_membantu_instansi membantu_instansi_pemerintah instansi_pemerintah_daerah pemerintah_daerah_agar daerah_agar_website agar_website_mereka website_mereka_tidak mereka_tidak_di tidak_di_hack di_hack_tapi hack_tapi_apresiasi tapi_apresiasi_malhan apresiasi_malhan_tantang malhan_tantang_truss tantang_truss_sikat truss_sikat_temenku sikat_temenku_lalu temenku_lalu_laporkan lalu_laporkan_ke laporkan_ke_polisi ke_polisi_dan polisi_dan_tangkap dan_tangkap_3bulan tangkap_3bulan_penjara 3bulan_penjara_kocakk penjara_kocakk_kan kocakk_kan_negara kan_negara_ini
uhui,['uhui'],['uhui'],['uhui'],['uhui'],,
wah respect sih mas teguh info tentang raidforums sama breachforumnya valid semua omnipotent pompompurin,"['wah', 'respect', 'sih', 'mas', 'teguh', 'info', 'tentang', 'raidforums', 'sama', 'breachforumnya', 'valid', 'semua', 'omnipotent', 'pompompurin']","['wah', 'respect', 'sih', 'ma', 'teguh', 'info', 'tentang', 'raidforum', 'sama', 'breachforumnya', 'valid', 'semua', 'omnipot', 'pompompurin']","['wah', 'respect', 'sih', 'ma', 'teguh', 'info', 'tentang', 'raidforum', 'sama', 'breachforumnya', 'valid', 'semua', 'omnipot', 'pompompurin']","['respect', 'sih', 'ma', 'teguh', 'info', 'raidforum', 'breachforumnya', 'valid', 'omnipot', 'pompompurin']",wah_respect respect_sih sih_mas mas_teguh teguh_info info_tentang tentang_raidforums raidforums_sama sama_breachforumnya breachforumnya_valid valid_semua semua_omnipotent omnipotent_pompompurin,wah_respect_sih respect_sih_mas sih_mas_teguh mas_teguh_info teguh_info_tentang info_tentang_raidforums tentang_raidforums_sama raidforums_sama_breachforumnya sama_breachforumnya_valid breachforumnya_valid_semua valid_semua_omnipotent semua_omnipotent_pompompurin
pengalihan isu demi huuuu,"['pengalihan', 'isu', 'demi', 'huuuu']","['pengalihan', 'isu', 'demi', 'huuuu']","['pengalihan', 'isu', 'demi', 'huuuu']","['pengalihan', 'isu', 'huuuu']",pengalihan_isu isu_demi demi_huuuu,pengalihan_isu_demi isu_demi_huuuu
coba ada pertanyaan masalah ijasah yg sampai skrng masih d ributin,"['coba', 'ada', 'pertanyaan', 'masalah', 'ijasah', 'yg', 'sampai', 'skrng', 'masih', 'd', 'ributin']","['coba', 'ada', 'pertanyaan', 'masalah', 'ijasah', 'yg', 'sampai', 'skrng', 'masih', 'd', 'ributin']","['coba', 'ada', 'pertanyaan', 'masalah', 'ijasah', 'yg', 'sampai', 'skrng', 'masih', 'd', 'ributin']","['coba', 'ijasah', 'yg', 'skrng', 'd', 'ributin']",coba_ada ada_pertanyaan pertanyaan_masalah masalah_ijasah ijasah_yg yg_sampai sampai_skrng skrng_masih masih_d d_ributin,coba_ada_pertanyaan ada_pertanyaan_masalah pertanyaan_masalah_ijasah masalah_ijasah_yg ijasah_yg_sampai yg_sampai_skrng sampai_skrng_masih skrng_masih_d masih_d_ributin
emang om ded pikir mereka bisa kerja,"['emang', 'om', 'ded', 'pikir', 'mereka', 'bisa', 'kerja']","['emang', 'om', 'ded', 'pikir', 'mereka', 'bisa', 'kerja']","['emang', 'om', 'ded', 'pikir', 'mereka', 'bisa', 'kerja']","['emang', 'om', 'ded', 'pikir', 'kerja']",emang_om om_ded ded_pikir pikir_mereka mereka_bisa bisa_kerja,emang_om_ded om_ded_pikir ded_pikir_mereka pikir_mereka_bisa mereka_bisa_kerja
4637 jawabannya korupsi lebih enak,"['4637', 'jawabannya', 'korupsi', 'lebih', 'enak']","['4637', 'jawabannya', 'korupsi', 'lebih', 'enak']","['4637', 'jawabannya', 'korupsi', 'lebih', 'enak']","['4637', 'jawabannya', 'korupsi', 'enak']",4637_jawabannya jawabannya_korupsi korupsi_lebih lebih_enak,4637_jawabannya_korupsi jawabannya_korupsi_lebih korupsi_lebih_enak
bjorka itu team bukan individu,"['bjorka', 'itu', 'team', 'bukan', 'individu']","['bjorka', 'itu', 'team', 'bukan', 'individu']","['bjorka', 'itu', 'team', 'bukan', 'individu']","['bjorka', 'team', 'individu']",bjorka_itu itu_team team_bukan bukan_individu,bjorka_itu_team itu_team_bukan team_bukan_individu
aparat kita emang super konyol ngadepin kabib baklawi saja plongapolongo malah berahir jadi jongospiaraan imigran,"['aparat', 'kita', 'emang', 'super', 'konyol', 'ngadepin', 'kabib', 'baklawi', 'saja', 'plongapolongo', 'malah', 'berahir', 'jadi', 'jongospiaraan', 'imigran']","['aparat', 'kita', 'emang', 'super', 'konyol', 'ngadepin', 'kabib', 'baklawi', 'saja', 'plongapolongo', 'malah', 'berahir', 'jadi', 'jongospiaraan', 'imigran']","['aparat', 'kita', 'emang', 'super', 'konyol', 'ngadepin', 'kabib', 'baklawi', 'saja', 'plongapolongo', 'malah', 'berahir', 'jadi', 'jongospiaraan', 'imigran']","['aparat', 'emang', 'super', 'konyol', 'ngadepin', 'kabib', 'baklawi', 'plongapolongo', 'berahir', 'jongospiaraan', 'imigran']",aparat_kita kita_emang emang_super super_konyol konyol_ngadepin ngadepin_kabib kabib_baklawi baklawi_saja saja_plongapolongo plongapolongo_malah malah_berahir berahir_jadi jadi_jongospiaraan jongospiaraan_imigran,aparat_kita_emang kita_emang_super emang_super_konyol super_konyol_ngadepin konyol_ngadepin_kabib ngadepin_kabib_baklawi kabib_baklawi_saja baklawi_saja_plongapolongo saja_plongapolongo_malah plongapolongo_malah_berahir malah_berahir_jadi berahir_jadi_jongospiaraan jadi_jongospiaraan_imigran
hmmmm wkkkkk,"['hmmmm', 'wkkkkk']","['hmmmm', 'wkkkkk']","['hmmmm', 'wkkkkk']","['hmmmm', 'wkkkkk']",hmmmm_wkkkkk,
ladusing konoha udah di bantu heker kasih ngerti penylewengan eh malah tangkep emang bobrok sistem negri ini suatu kesalahan lindungu dan kebenaran hakimi,"['ladusing', 'konoha', 'udah', 'di', 'bantu', 'heker', 'kasih', 'ngerti', 'penylewengan', 'eh', 'malah', 'tangkep', 'emang', 'bobrok', 'sistem', 'negri', 'ini', 'suatu', 'kesalahan', 'lindungu', 'dan', 'kebenaran', 'hakimi']","['ladus', 'konoha', 'udah', 'di', 'bantu', 'heker', 'kasih', 'ngerti', 'penylewengan', 'eh', 'malah', 'tangkep', 'emang', 'bobrok', 'sistem', 'negri', 'ini', 'suatu', 'kesalahan', 'lindungu', 'dan', 'kebenaran', 'hakimi']","['ladus', 'konoha', 'udah', 'di', 'bantu', 'heker', 'kasih', 'ngerti', 'penylewengan', 'eh', 'malah', 'tangkep', 'emang', 'bobrok', 'sistem', 'negri', 'ini', 'suatu', 'kesalahan', 'lindungu', 'dan', 'kebenaran', 'hakimi']","['ladus', 'konoha', 'udah', 'bantu', 'heker', 'kasih', 'ngerti', 'penylewengan', 'eh', 'tangkep', 'emang', 'bobrok', 'sistem', 'negri', 'kesalahan', 'lindungu', 'kebenaran', 'hakimi']",ladusing_konoha konoha_udah udah_di di_bantu bantu_heker heker_kasih kasih_ngerti ngerti_penylewengan penylewengan_eh eh_malah malah_tangkep tangkep_emang emang_bobrok bobrok_sistem sistem_negri negri_ini ini_suatu suatu_kesalahan kesalahan_lindungu lindungu_dan dan_kebenaran kebenaran_hakimi,ladusing_konoha_udah konoha_udah_di udah_di_bantu di_bantu_heker bantu_heker_kasih heker_kasih_ngerti kasih_ngerti_penylewengan ngerti_penylewengan_eh penylewengan_eh_malah eh_malah_tangkep malah_tangkep_emang tangkep_emang_bobrok emang_bobrok_sistem bobrok_sistem_negri sistem_negri_ini negri_ini_suatu ini_suatu_kesalahan suatu_kesalahan_lindungu kesalahan_lindungu_dan lindungu_dan_kebenaran dan_kebenaran_hakimi
selama dulu main hack kecilan python banyak yg gratis sekarang cek lagi dah berbayar,"['selama', 'dulu', 'main', 'hack', 'kecilan', 'python', 'banyak', 'yg', 'gratis', 'sekarang', 'cek', 'lagi', 'dah', 'berbayar']","['selama', 'dulu', 'main', 'hack', 'kecilan', 'python', 'banyak', 'yg', 'grati', 'sekarang', 'cek', 'lagi', 'dah', 'berbayar']","['selama', 'dulu', 'main', 'hack', 'kecilan', 'python', 'banyak', 'yg', 'grati', 'sekarang', 'cek', 'lagi', 'dah', 'berbayar']","['main', 'hack', 'kecilan', 'python', 'yg', 'grati', 'cek', 'dah', 'berbayar']",selama_dulu dulu_main main_hack hack_kecilan kecilan_python python_banyak banyak_yg yg_gratis gratis_sekarang sekarang_cek cek_lagi lagi_dah dah_berbayar,selama_dulu_main dulu_main_hack main_hack_kecilan hack_kecilan_python kecilan_python_banyak python_banyak_yg banyak_yg_gratis yg_gratis_sekarang gratis_sekarang_cek sekarang_cek_lagi cek_lagi_dah lagi_dah_berbayar
nan,[],[],[],[],,
kalo bisa brantas judol baru gw yakin bjorka ditangkap,"['kalo', 'bisa', 'brantas', 'judol', 'baru', 'gw', 'yakin', 'bjorka', 'ditangkap']","['kalo', 'bisa', 'branta', 'judol', 'baru', 'gw', 'yakin', 'bjorka', 'ditangkap']","['kalo', 'bisa', 'branta', 'judol', 'baru', 'gw', 'yakin', 'bjorka', 'ditangkap']","['kalo', 'branta', 'judol', 'gw', 'bjorka', 'ditangkap']",kalo_bisa bisa_brantas brantas_judol judol_baru baru_gw gw_yakin yakin_bjorka bjorka_ditangkap,kalo_bisa_brantas bisa_brantas_judol brantas_judol_baru judol_baru_gw baru_gw_yakin gw_yakin_bjorka yakin_bjorka_ditangkap
mengharapkan indonesia maju dan membaik udah capek meskipun hati masih menginginkan adanya kemajuan tapi harapan semakin tipis,"['mengharapkan', 'indonesia', 'maju', 'dan', 'membaik', 'udah', 'capek', 'meskipun', 'hati', 'masih', 'menginginkan', 'adanya', 'kemajuan', 'tapi', 'harapan', 'semakin', 'tipis']","['mengharapkan', 'indonesia', 'maju', 'dan', 'membaik', 'udah', 'capek', 'meskipun', 'hati', 'masih', 'menginginkan', 'adanya', 'kemajuan', 'tapi', 'harapan', 'semakin', 'tipi']","['mengharapkan', 'indonesia', 'maju', 'dan', 'membaik', 'udah', 'capek', 'meskipun', 'hati', 'masih', 'menginginkan', 'adanya', 'kemajuan', 'tapi', 'harapan', 'semakin', 'tipi']","['mengharapkan', 'indonesia', 'maju', 'membaik', 'udah', 'capek', 'hati', 'kemajuan', 'harapan', 'tipi']",mengharapkan_indonesia indonesia_maju maju_dan dan_membaik membaik_udah udah_capek capek_meskipun meskipun_hati hati_masih masih_menginginkan menginginkan_adanya adanya_kemajuan kemajuan_tapi tapi_harapan harapan_semakin semakin_tipis,mengharapkan_indonesia_maju indonesia_maju_dan maju_dan_membaik dan_membaik_udah membaik_udah_capek udah_capek_meskipun capek_meskipun_hati meskipun_hati_masih hati_masih_menginginkan masih_menginginkan_adanya menginginkan_adanya_kemajuan adanya_kemajuan_tapi kemajuan_tapi_harapan tapi_harapan_semakin harapan_semakin_tipis
747 kaget anjirr kirain suara apaan,"['747', 'kaget', 'anjirr', 'kirain', 'suara', 'apaan']","['747', 'kaget', 'anjirr', 'kirain', 'suara', 'apaan']","['747', 'kaget', 'anjirr', 'kirain', 'suara', 'apaan']","['747', 'kaget', 'anjirr', 'kirain', 'suara']",747_kaget kaget_anjirr anjirr_kirain kirain_suara suara_apaan,747_kaget_anjirr kaget_anjirr_kirain anjirr_kirain_suara kirain_suara_apaan
sesimple mod tuyul atau fake gps di aplikasi ojol,"['sesimple', 'mod', 'tuyul', 'atau', 'fake', 'gps', 'di', 'aplikasi', 'ojol']","['sesimpl', 'mod', 'tuyul', 'atau', 'fake', 'gp', 'di', 'aplikasi', 'ojol']","['sesimpl', 'mod', 'tuyul', 'atau', 'fake', 'gp', 'di', 'aplikasi', 'ojol']","['sesimpl', 'mod', 'tuyul', 'fake', 'gp', 'aplikasi', 'ojol']",sesimple_mod mod_tuyul tuyul_atau atau_fake fake_gps gps_di di_aplikasi aplikasi_ojol,sesimple_mod_tuyul mod_tuyul_atau tuyul_atau_fake atau_fake_gps fake_gps_di gps_di_aplikasi di_aplikasi_ojol
nan,['nan'],['nan'],['nan'],['nan'],,
g,['g'],['g'],['g'],['g'],,
yg ditangkap bjordan wkak,"['yg', 'ditangkap', 'bjordan', 'wkak']","['yg', 'ditangkap', 'bjordan', 'wkak']","['yg', 'ditangkap', 'bjordan', 'wkak']","['yg', 'ditangkap', 'bjordan', 'wkak']",yg_ditangkap ditangkap_bjordan bjordan_wkak,yg_ditangkap_bjordan ditangkap_bjordan_wkak
polisi itu udah bobrok di dalemnya,"['polisi', 'itu', 'udah', 'bobrok', 'di', 'dalemnya']","['polisi', 'itu', 'udah', 'bobrok', 'di', 'dalemnya']","['polisi', 'itu', 'udah', 'bobrok', 'di', 'dalemnya']","['polisi', 'udah', 'bobrok', 'dalemnya']",polisi_itu itu_udah udah_bobrok bobrok_di di_dalemnya,polisi_itu_udah itu_udah_bobrok udah_bobrok_di bobrok_di_dalemnya
anagaran banyak nagkap haceker aja puyeng polisii ocg,"['anagaran', 'banyak', 'nagkap', 'haceker', 'aja', 'puyeng', 'polisii', 'ocg', 'polisii']","['anagaran', 'banyak', 'nagkap', 'hacek', 'aja', 'puyeng', 'polisii', 'ocg', 'polisii']","['anagaran', 'banyak', 'nagkap', 'hacek', 'aja', 'puyeng', 'polisii', 'ocg', 'polisii']","['anagaran', 'nagkap', 'hacek', 'aja', 'puyeng', 'polisii', 'ocg', 'polisii']",anagaran_banyak banyak_nagkap nagkap_haceker haceker_aja aja_puyeng puyeng_polisii polisii_ocg,anagaran_banyak_nagkap banyak_nagkap_haceker nagkap_haceker_aja haceker_aja_puyeng aja_puyeng_polisii puyeng_polisii_ocg
harusnya sih jadi point penting bagi pemerintahan kita berdoa saja semoga menjadi lebih baik lagi,"['harusnya', 'sih', 'jadi', 'point', 'penting', 'bagi', 'pemerintahan', 'kita', 'berdoa', 'saja', 'semoga', 'menjadi', 'lebih', 'baik', 'lagi']","['harusnya', 'sih', 'jadi', 'point', 'pent', 'bagi', 'pemerintahan', 'kita', 'berdoa', 'saja', 'semoga', 'menjadi', 'lebih', 'baik', 'lagi']","['harusnya', 'sih', 'jadi', 'point', 'pent', 'bagi', 'pemerintahan', 'kita', 'berdoa', 'saja', 'semoga', 'menjadi', 'lebih', 'baik', 'lagi']","['sih', 'point', 'pent', 'pemerintahan', 'berdoa', 'semoga']",harusnya_sih sih_jadi jadi_point point_penting penting_bagi bagi_pemerintahan pemerintahan_kita kita_berdoa berdoa_saja saja_semoga semoga_menjadi menjadi_lebih lebih_baik baik_lagi,harusnya_sih_jadi sih_jadi_point jadi_point_penting point_penting_bagi penting_bagi_pemerintahan bagi_pemerintahan_kita pemerintahan_kita_berdoa kita_berdoa_saja berdoa_saja_semoga saja_semoga_menjadi semoga_menjadi_lebih menjadi_lebih_baik lebih_baik_lagi
gbwa,['gbwa'],['gbwa'],['gbwa'],['gbwa'],,
supir puso itu mah,"['supir', 'puso', 'itu', 'mah']","['supir', 'puso', 'itu', 'mah']","['supir', 'puso', 'itu', 'mah']","['supir', 'puso', 'mah']",supir_puso puso_itu itu_mah,supir_puso_itu puso_itu_mah
guobloknangkap koruptor aja ga becussok²an nangkep hacker lu,"['guobloknangkap', 'koruptor', 'aja', 'ga', 'becussok²an', 'nangkep', 'hacker', 'lu']","['guobloknangkap', 'koruptor', 'aja', 'ga', 'becussok²an', 'nangkep', 'hacker', 'lu']","['guobloknangkap', 'koruptor', 'aja', 'ga', 'becussok²an', 'nangkep', 'hacker', 'lu']","['guobloknangkap', 'koruptor', 'aja', 'ga', 'becussok²an', 'nangkep', 'hacker', 'lu']",guobloknangkap_koruptor koruptor_aja aja_ga ga_becussok²an becussok²an_nangkep nangkep_hacker hacker_lu,guobloknangkap_koruptor_aja koruptor_aja_ga aja_ga_becussok²an ga_becussok²an_nangkep becussok²an_nangkep_hacker nangkep_hacker_lu
hi,['hi'],['hi'],['hi'],['hi'],,
dont trust anyone one eye all seeing the world,"['dont', 'trust', 'anyone', 'one', 'eye', 'all', 'seeing', 'the', 'world']","['dont', 'trust', 'anyon', 'one', 'eye', 'all', 'see', 'the', 'world']","['dont', 'trust', 'anyon', 'one', 'eye', 'all', 'see', 'the', 'world']","['dont', 'trust', 'anyon', 'one', 'eye', 'all', 'see', 'the', 'world']",dont_trust trust_anyone anyone_one one_eye eye_all all_seeing seeing_the the_world,dont_trust_anyone trust_anyone_one anyone_one_eye one_eye_all eye_all_seeing all_seeing_the seeing_the_world
lebih percaya lucuflix gratis 1 tahun daripada bjorka ketangkep chakz,"['lebih', 'percaya', 'lucuflix', 'gratis', '1', 'tahun', 'daripada', 'bjorka', 'ketangkep', 'chakz']","['lebih', 'percaya', 'lucuflix', 'grati', '1', 'tahun', 'daripada', 'bjorka', 'ketangkep', 'chakz']","['lebih', 'percaya', 'lucuflix', 'grati', '1', 'tahun', 'daripada', 'bjorka', 'ketangkep', 'chakz']","['percaya', 'lucuflix', 'grati', '1', 'bjorka', 'ketangkep', 'chakz']",lebih_percaya percaya_lucuflix lucuflix_gratis gratis_1 1_tahun tahun_daripada daripada_bjorka bjorka_ketangkep ketangkep_chakz,lebih_percaya_lucuflix percaya_lucuflix_gratis lucuflix_gratis_1 gratis_1_tahun 1_tahun_daripada tahun_daripada_bjorka daripada_bjorka_ketangkep bjorka_ketangkep_chakz
